Income Group,Year,Good,Good Name,Price,Income Amount,Spend
1,2013,10,8,97.4,159,6.305931663
2,2013,10,8,97.4,189.1,7.585396058
3,2013,10,8,97.4,257.1,9.504592651
4,2013,10,8,97.4,309,11.05822799
5,2013,10,8,97.4,355.8,12.52047301
6,2013,10,8,97.4,413.4,14.34827929
7,2013,10,8,97.4,453.8,15.81052431
8,2013,10,8,97.4,512.3,16.63303714
9,2013,10,8,97.4,592.9,18.55223373
10,2013,10,8,97.4,818.6,19.83169813
1,2014,10,8,98.6,154.1,6.857959283
2,2014,10,8,98.6,201.8,8.031031265
3,2014,10,8,98.6,261.2,10.55764784
4,2014,10,8,98.6,296.8,12.00142874
5,2014,10,8,98.6,362.3,13.44520965
6,2014,10,8,98.6,409.4,14.07686379
7,2014,10,8,98.6,473.7,17.32537082
8,2014,10,8,98.6,523.3,17.41560713
9,2014,10,8,98.6,612.6,19.58127848
10,2014,10,8,98.6,867.6,20.30316893
1,2015,10,8,100,153.5,6.809356387
2,2015,10,8,100,202.7,8.242905101
3,2015,10,8,100,257.5,10.57242176
4,2015,10,8,100,297.4,11.64758329
5,2015,10,8,100,361.7,13.43951919
6,2015,10,8,100,407.6,14.33548713
7,2015,10,8,100,466.9,15.85863264
8,2015,10,8,100,514.6,17.29218135
9,2015,10,8,100,594.7,19.08411724
10,2015,10,8,100,869.6,21.5032307
1,2016,10,8,102.7,140.5,6.420133935
2,2016,10,8,102.7,205.4,8.44291586
3,2016,10,8,102.7,242.7,9.938015543
4,2016,10,8,102.7,292.2,11.69695635
5,2016,10,8,102.7,354.6,14.68715571
6,2016,10,8,102.7,420.5,15.03894387
7,2016,10,8,102.7,454.3,16.00636132
8,2016,10,8,102.7,493.8,18.11709028
9,2016,10,8,102.7,587.6,18.46887844
10,2016,10,8,102.7,813.5,21.81086597
1,2017,10,8,104.5,159.8,7.257433922
2,2017,10,8,104.5,208.3,9.244588448
3,2017,10,8,104.5,261.3,11.40453902
4,2017,10,8,104.5,327.7,13.39169355
5,2017,10,8,104.5,387.3,14.51486784
6,2017,10,8,104.5,420.4,15.55164412
7,2017,10,8,104.5,461.1,15.81083819
8,2017,10,8,104.5,524.3,18.22998283
9,2017,10,8,104.5,604.4,20.73552549
10,2017,10,8,104.5,810.9,22.37708793
1,2018,10,8,105.6,158,7.133447379
2,2018,10,8,105.6,202.4,9.341419187
3,2018,10,8,105.6,274.2,11.80415697
4,2018,10,8,105.6,315.6,12.56845491
5,2018,10,8,105.6,364.7,14.35181675
6,2018,10,8,105.6,423.3,15.45580265
7,2018,10,8,105.6,472.1,17.57885247
8,2018,10,8,105.6,531.8,19.02252634
9,2018,10,8,105.6,606,20.38127823
10,2018,10,8,105.6,886.3,24.28768989
1,2019,10,8,109.7,180.1,9.231259703
2,2019,10,8,109.7,222.5,10.47872723
3,2019,10,8,109.7,275.8,13.22315579
4,2019,10,8,109.7,329.9,15.05277483
5,2019,10,8,109.7,402.8,18.3793549
6,2019,10,8,109.7,448.4,18.62884841
7,2019,10,8,109.7,490.7,19.21099992
8,2019,10,8,109.7,569.6,22.37125099
9,2019,10,8,109.7,667.6,23.11973151
10,2019,10,8,109.7,877.1,27.86010811
1,2008,11,9,95.4,140.1,15.3
2,2008,11,9,95.4,180.5,23.9
3,2008,11,9,95.4,224.5,31.7
4,2008,11,9,95.4,278,39.3
5,2008,11,9,95.4,333.8,50.7
6,2008,11,9,95.4,385,69.3
7,2008,11,9,95.4,432.2,69
8,2008,11,9,95.4,501.9,75.8
9,2008,11,9,95.4,563.7,86.5
10,2008,11,9,95.4,824.3,139.3
1,2009,11,9,96.6,143.9,15.5076041
2,2009,11,9,96.6,187.7,25.02809522
3,2009,11,9,96.6,243.9,30.32816244
4,2009,11,9,96.6,284.4,37.9838151
5,2009,11,9,96.6,327.5,47.40615683
6,2009,11,9,96.6,361.4,51.92102891
7,2009,11,9,96.6,414.3,64.77859939
8,2009,11,9,96.6,473.1,72.04165447
9,2009,11,9,96.6,539.3,85.6844201
10,2009,11,9,96.6,785.2,137.0165527
1,2010,11,9,98.4,161.3,18.09491638
2,2010,11,9,98.4,189.4,24.57812171
3,2010,11,9,98.4,234.4,30.28721297
4,2010,11,9,98.4,293.5,38.60893922
5,2010,11,9,98.4,337.7,50.70447156
6,2010,11,9,98.4,380.9,53.02681377
7,2010,11,9,98.4,438.4,57.8650267
8,2010,11,9,98.4,483.6,70.73467311
9,2010,11,9,98.4,582.8,89.79723208
10,2010,11,9,98.4,831.5,128.309407
1,2011,11,9,98.5,152.5,17.05498225
2,2011,11,9,98.5,189,24.63497436
3,2011,11,9,98.5,247,36.47871203
4,2011,11,9,98.5,299.2,39.22645917
5,2011,11,9,98.5,343.8,55.71294201
6,2011,11,9,98.5,389,58.65018896
7,2011,11,9,98.5,434,66.51443077
8,2011,11,9,98.5,492.2,77.03166983
9,2011,11,9,98.5,586.5,94.18140198
10,2011,11,9,98.5,789.2,136.1556083
1,2012,11,9,98.7,161.6,15.68664293
2,2012,11,9,98.7,187.1,23.06310002
3,2012,11,9,98.7,241.6,32.58713322
4,2012,11,9,98.7,299.2,37.90938707
5,2012,11,9,98.7,343.5,49.48762351
6,2012,11,9,98.7,383,54.43638587
7,2012,11,9,98.7,424.2,59.94538546
8,2012,11,9,98.7,505.6,76.28563851
9,2012,11,9,98.7,558.5,89.45121382
10,2012,11,9,98.7,823.1,135.484041
1,2013,11,9,99.7,159,16.08469526
2,2013,11,9,99.7,189.1,19.92308844
3,2013,11,9,99.7,257.1,29.24490046
4,2013,11,9,99.7,309,37.10446746
5,2013,11,9,99.7,355.8,52.27525958
6,2013,11,9,99.7,413.4,54.28584649
7,2013,11,9,99.7,453.8,63.15070694
8,2013,11,9,99.7,512.3,77.3162056
9,2013,11,9,99.7,592.9,86.455237
10,2013,11,9,99.7,818.6,148.4178699
1,2014,11,9,100.6,154.1,16.24253514
2,2014,11,9,100.6,201.8,25.26616578
3,2014,11,9,100.6,261.2,33.38743335
4,2014,11,9,100.6,296.8,38.44066651
5,2014,11,9,100.6,362.3,47.64476975
6,2014,11,9,100.6,409.4,60.90950679
7,2014,11,9,100.6,473.7,73.27188076
8,2014,11,9,100.6,523.3,81.48338463
9,2014,11,9,100.6,612.6,98.44781023
10,2014,11,9,100.6,867.6,146.0023437
1,2015,11,9,100,153.5,16.12742302
2,2015,11,9,100,202.7,26.87903837
3,2015,11,9,100,257.5,31.98605566
4,2015,11,9,100,297.4,39.78097679
5,2015,11,9,100,361.7,48.47186586
6,2015,11,9,100,407.6,62.53856261
7,2015,11,9,100,466.9,71.76703245
8,2015,11,9,100,514.6,77.5012273
9,2015,11,9,100,594.7,97.92929647
10,2015,11,9,100,869.6,147.6555175
1,2016,11,9,100.4,140.5,14.07152643
2,2016,11,9,100.4,205.4,24.44927718
3,2016,11,9,100.4,242.7,30.78146407
4,2016,11,9,100.4,292.2,38.87259177
5,2016,11,9,100.4,354.6,49.8659718
6,2016,11,9,100.4,420.5,66.31206831
7,2016,11,9,100.4,454.3,69.91789696
8,2016,11,9,100.4,493.8,77.04160722
9,2016,11,9,100.4,587.6,91.28902773
10,2016,11,9,100.4,813.5,135.526389
1,2017,11,9,102.4,159.8,20.30353538
2,2017,11,9,102.4,208.3,27.12897918
3,2017,11,9,102.4,261.3,34.38641311
4,2017,11,9,102.4,327.7,48.7284849
5,2017,11,9,102.4,387.3,57.54108324
6,2017,11,9,102.4,420.4,60.13302392
7,2017,11,9,102.4,461.1,72.57433922
8,2017,11,9,102.4,524.3,87.00280904
9,2017,11,9,102.4,604.4,93.39626273
10,2017,11,9,102.4,810.9,133.7441394
1,2018,11,9,105.4,158,19.44713631
2,2018,11,9,105.4,202.4,25.90120775
3,2018,11,9,105.4,274.2,39.74349254
4,2018,11,9,105.4,315.6,41.10224442
5,2018,11,9,105.4,364.7,51.80241549
6,2018,11,9,105.4,423.3,68.02251608
7,2018,11,9,105.4,472.1,70.57017586
8,2018,11,9,105.4,531.8,79.91159505
9,2018,11,9,105.4,606,95.70708567
10,2018,11,9,105.4,886.3,145.0467634
1,2019,11,9,107.5,180.1,20.04264494
2,2019,11,9,107.5,222.5,27.4442856
3,2019,11,9,107.5,275.8,31.18668818
4,2019,11,9,107.5,329.9,38.08934184
5,2019,11,9,107.5,402.8,58.38148028
6,2019,11,9,107.5,448.4,61.29223785
7,2019,11,9,107.5,490.7,77.5093157
8,2019,11,9,107.5,569.6,84.07931135
9,2019,11,9,107.5,667.6,106.7000558
10,2019,11,9,107.5,877.1,136.9719345
1,2008,12,10,55.1,140.1,1.4
2,2008,12,10,55.1,180.5,0.5
3,2008,12,10,55.1,224.5,0.5
4,2008,12,10,55.1,278,0.8
5,2008,12,10,55.1,333.8,2.6
6,2008,12,10,55.1,385,2.4
7,2008,12,10,55.1,432.2,4.8
8,2008,12,10,55.1,501.9,7.3
9,2008,12,10,55.1,563.7,7.1
10,2008,12,10,55.1,824.3,34.6
1,2009,12,10,59.3,143.9,4.711170865
2,2009,12,10,59.3,187.7,1.570390288
3,2009,12,10,59.3,243.9,7.459353869
4,2009,12,10,59.3,284.4,6.18341176
5,2009,12,10,59.3,327.5,6.968606904
6,2009,12,10,59.3,361.4,1.374091502
7,2009,12,10,59.3,414.3,4.809320258
8,2009,12,10,59.3,473.1,4.318573293
9,2009,12,10,59.3,539.3,7.950100834
10,2009,12,10,59.3,785.2,23.16325675
1,2010,12,10,62.4,161.3,2.612634985
2,2010,12,10,62.4,189.4,1.548228139
3,2010,12,10,62.4,234.4,4.4511559
4,2010,12,10,62.4,293.5,5.515562746
5,2010,12,10,62.4,337.7,8.22496199
6,2010,12,10,62.4,380.9,3.773806089
7,2010,12,10,62.4,438.4,8.999076059
8,2010,12,10,62.4,483.6,7.547612179
9,2010,12,10,62.4,582.8,18.67550193
10,2010,12,10,62.4,831.5,35.80277572
1,2011,12,10,65.7,152.5,2.08449783
2,2011,12,10,65.7,189,2.08449783
3,2011,12,10,65.7,247,0.757999211
4,2011,12,10,65.7,299.2,5.116494675
5,2011,12,10,65.7,343.8,4.358495464
6,2011,12,10,65.7,389,2.937246943
7,2011,12,10,65.7,434,3.979495858
8,2011,12,10,65.7,492.2,7.485242209
9,2011,12,10,65.7,586.5,14.87573452
10,2011,12,10,65.7,789.2,23.21372584
1,2012,12,10,71.4,161.6,3.548169233
2,2012,12,10,71.4,187.1,1.213847369
3,2012,12,10,71.4,241.6,0.653610122
4,2012,12,10,71.4,299.2,2.614440488
5,2012,12,10,71.4,343.5,1.213847369
6,2012,12,10,71.4,383,3.548169233
7,2012,12,10,71.4,424.2,5.32225385
8,2012,12,10,71.4,505.6,8.40355871
9,2012,12,10,71.4,558.5,6.536101219
10,2012,12,10,71.4,823.1,29.87931986
1,2013,12,10,83.6,159,3.9297835
2,2013,12,10,83.6,189.1,1.553635337
3,2013,12,10,83.6,257.1,3.107270674
4,2013,12,10,83.6,309,15.26218243
5,2013,12,10,83.6,355.8,5.757589779
6,2013,12,10,83.6,413.4,1.370854709
7,2013,12,10,83.6,453.8,5.300638209
8,2013,12,10,83.6,512.3,12.33769238
9,2013,12,10,83.6,592.9,8.773470139
10,2013,12,10,83.6,818.6,23.03035912
1,2014,12,10,92.2,154.1,1.534017208
2,2014,12,10,92.2,201.8,0.180472613
3,2014,12,10,92.2,261.2,0.812126757
4,2014,12,10,92.2,296.8,1.443780902
5,2014,12,10,92.2,362.3,4.331342705
6,2014,12,10,92.2,409.4,3.789924867
7,2014,12,10,92.2,473.7,11.3697746
8,2014,12,10,92.2,523.3,6.136068832
9,2014,12,10,92.2,612.6,11.46001091
10,2014,12,10,92.2,867.6,47.10335191
1,2015,12,10,100,153.5,1.523145508
2,2015,12,10,100,202.7,0.447983973
3,2015,12,10,100,257.5,0.895967946
4,2015,12,10,100,297.4,0.627177562
5,2015,12,10,100,361.7,5.017420496
6,2015,12,10,100,407.6,4.12145255
7,2015,12,10,100,466.9,13.43951919
8,2015,12,10,100,514.6,5.913388442
9,2015,12,10,100,594.7,6.182178825
10,2015,12,10,100,869.6,42.8272678
1,2016,12,10,104.7,140.5,2.638411206
2,2016,12,10,104.7,205.4,2.198676005
3,2016,12,10,104.7,242.7,0.879470402
4,2016,12,10,104.7,292.2,1.143311523
5,2016,12,10,104.7,354.6,4.39735201
6,2016,12,10,104.7,420.5,1.758940804
7,2016,12,10,104.7,454.3,5.628610573
8,2016,12,10,104.7,493.8,8.179074739
9,2016,12,10,104.7,587.6,7.563445458
10,2016,12,10,104.7,813.5,27.3515295
1,2017,12,10,108.7,159.8,0
2,2017,12,10,108.7,208.3,1.123174297
3,2017,12,10,108.7,261.3,0.777582206
4,2017,12,10,108.7,327.7,3.974309053
5,2017,12,10,108.7,387.3,3.715114984
6,2017,12,10,108.7,420.4,1.123174297
7,2017,12,10,108.7,461.1,6.393453693
8,2017,12,10,108.7,524.3,3.542318938
9,2017,12,10,108.7,604.4,6.739045785
10,2017,12,10,108.7,810.9,21.34031165
1,2018,12,10,111.8,158,0
2,2018,12,10,111.8,202.4,0
3,2018,12,10,111.8,274.2,0.764297933
4,2018,12,10,111.8,315.6,3.821489667
5,2018,12,10,111.8,364.7,1.188907897
6,2018,12,10,111.8,423.3,2.547659778
7,2018,12,10,111.8,472.1,10.10571712
8,2018,12,10,111.8,531.8,11.37954701
9,2018,12,10,111.8,606,2.972269741
10,2018,12,10,111.8,886.3,35.15770494
1,2019,12,10,115.2,180.1,4.5740476
2,2019,12,10,115.2,222.5,8.399614684
3,2019,12,10,115.2,275.8,7.152147157
4,2019,12,10,115.2,329.9,11.55986575
5,2019,12,10,115.2,402.8,18.54568391
6,2019,12,10,115.2,448.4,23.03656701
7,2019,12,10,115.2,490.7,29.60656265
8,2019,12,10,115.2,569.6,36.01022929
9,2019,12,10,115.2,667.6,39.83579637
10,2019,12,10,115.2,877.1,57.13401275
1,2008,13,11,82.3,140.1,9
2,2008,13,11,82.3,180.5,12
3,2008,13,11,82.3,224.5,14.8
4,2008,13,11,82.3,278,23.8
5,2008,13,11,82.3,333.8,28.2
6,2008,13,11,82.3,385,34.1
7,2008,13,11,82.3,432.2,45.5
8,2008,13,11,82.3,501.9,53.2
9,2008,13,11,82.3,563.7,60.5
10,2008,13,11,82.3,824.3,96.3
1,2009,13,11,84.2,143.9,9.029744158
2,2009,13,11,84.2,187.7,12.26867413
3,2009,13,11,84.2,243.9,18.84468346
4,2009,13,11,84.2,284.4,21.59286646
5,2009,13,11,84.2,327.5,28.26702519
6,2009,13,11,84.2,361.4,35.23563209
7,2009,13,11,84.2,414.3,41.32089446
8,2009,13,11,84.2,473.1,46.71911108
9,2009,13,11,84.2,539.3,60.65632488
10,2009,13,11,84.2,785.2,102.7624145
1,2010,13,11,86.6,161.3,10.16024716
2,2010,13,11,86.6,189.4,11.99876808
3,2010,13,11,86.6,234.4,16.06286694
4,2010,13,11,86.6,293.5,22.54607228
5,2010,13,11,86.6,337.7,29.31957039
6,2010,13,11,86.6,380.9,34.64160462
7,2010,13,11,86.6,438.4,43.3503879
8,2010,13,11,86.6,483.6,52.34946396
9,2010,13,11,86.6,582.8,65.41263888
10,2010,13,11,86.6,831.5,93.9580952
1,2011,13,11,90.5,152.5,9.285490336
2,2011,13,11,90.5,189,13.7387357
3,2011,13,11,90.5,247,19.51847969
4,2011,13,11,90.5,299.2,22.45572663
5,2011,13,11,90.5,343.8,28.70922012
6,2011,13,11,90.5,389,39.98445838
7,2011,13,11,90.5,434,40.45820789
8,2011,13,11,90.5,492.2,49.08044892
9,2011,13,11,90.5,586.5,63.19818422
10,2011,13,11,90.5,789.2,89.44390691
1,2012,13,11,93.3,161.6,11.57823644
2,2012,13,11,93.3,187.1,13.63243969
3,2012,13,11,93.3,241.6,17.74084617
4,2012,13,11,93.3,299.2,24.09020164
5,2012,13,11,93.3,343.5,29.03896399
6,2012,13,11,93.3,383,33.52086197
7,2012,13,11,93.3,424.2,41.8310478
8,2012,13,11,93.3,505.6,48.55389477
9,2012,13,11,93.3,558.5,60.69236846
10,2012,13,11,93.3,823.1,97.57465391
1,2013,13,11,95.8,159,8.499299197
2,2013,13,11,95.8,189.1,11.42378924
3,2013,13,11,95.8,257.1,18.82640467
4,2013,13,11,95.8,309,23.67009131
5,2013,13,11,95.8,355.8,27.5084845
6,2013,13,11,95.8,413.4,36.92168684
7,2013,13,11,95.8,453.8,42.77066693
8,2013,13,11,95.8,512.3,48.80242765
9,2013,13,11,95.8,592.9,63.88182945
10,2013,13,11,95.8,818.6,86.63801762
1,2014,13,11,98.1,154.1,10.55764784
2,2014,13,11,98.1,201.8,15.79135361
3,2014,13,11,98.1,261.2,18.22773388
4,2014,13,11,98.1,296.8,23.64191226
5,2014,13,11,98.1,362.3,30.86081677
6,2014,13,11,98.1,409.4,34.19956011
7,2014,13,11,98.1,473.7,44.93768056
8,2014,13,11,98.1,523.3,54.41249273
9,2014,13,11,98.1,612.6,56.66840039
10,2014,13,11,98.1,867.6,93.93599491
1,2015,13,11,100,153.5,10.03484099
2,2015,13,11,100,202.7,15.67943905
3,2015,13,11,100,257.5,18.54653648
4,2015,13,11,100,297.4,23.65355377
5,2015,13,11,100,361.7,31.98605566
6,2015,13,11,100,407.6,35.83871783
7,2015,13,11,100,466.9,44.35041331
8,2015,13,11,100,514.6,52.23493123
9,2015,13,11,100,594.7,55.63960943
10,2015,13,11,100,869.6,93.00147276
1,2016,13,11,102.4,140.5,8.354968819
2,2016,13,11,102.4,205.4,13.71973827
3,2016,13,11,102.4,242.7,19.2604018
4,2016,13,11,102.4,292.2,25.50464166
5,2016,13,11,102.4,354.6,31.48504039
6,2016,13,11,102.4,420.5,40.80742665
7,2016,13,11,102.4,454.3,46.61193131
8,2016,13,11,102.4,493.8,52.24054188
9,2016,13,11,102.4,587.6,64.64107455
10,2016,13,11,102.4,813.5,94.36717414
1,2017,13,11,105.6,159.8,12.78690739
2,2017,13,11,105.6,208.3,15.37884807
3,2017,13,11,105.6,261.3,21.94509781
4,2017,13,11,105.6,327.7,28.16575546
5,2017,13,11,105.6,387.3,34.81840322
6,2017,13,11,105.6,420.4,42.07583714
7,2017,13,11,105.6,461.1,47.34611654
8,2017,13,11,105.6,524.3,55.55392871
9,2017,13,11,105.6,604.4,72.40154317
10,2017,13,11,105.6,810.9,102.036065
1,2018,13,11,108.4,158,11.29462502
2,2018,13,11,108.4,202.4,15.37088066
3,2018,13,11,108.4,274.2,21.48526413
4,2018,13,11,108.4,315.6,25.90120775
5,2018,13,11,108.4,364.7,34.13864103
6,2018,13,11,108.4,423.3,41.18716642
7,2018,13,11,108.4,472.1,42.88560627
8,2018,13,11,108.4,531.8,56.47312509
9,2018,13,11,108.4,606,73.5424456
10,2018,13,11,108.4,886.3,105.1334269
1,2019,13,11,111.3,180.1,12.22518177
2,2019,13,11,111.3,222.5,16.13391335
3,2019,13,11,111.3,275.8,22.6207445
4,2019,13,11,111.3,329.9,25.53150206
5,2019,13,11,111.3,402.8,36.84187431
6,2019,13,11,111.3,448.4,39.91896088
7,2019,13,11,111.3,490.7,47.40376604
8,2019,13,11,111.3,569.6,57.13401275
9,2019,13,11,111.3,667.6,71.10564906
10,2019,13,11,111.3,877.1,98.63309917
1,2008,14,12,90,140.1,10.4
2,2008,14,12,90,180.5,15.4
3,2008,14,12,90,224.5,19.1
4,2008,14,12,90,278,21.3
5,2008,14,12,90,333.8,28.1
6,2008,14,12,90,385,33.9
7,2008,14,12,90,432.2,38
8,2008,14,12,90,501.9,53.5
9,2008,14,12,90,563.7,57.1
10,2008,14,12,90,824.3,79.6
1,2009,14,12,92,143.9,9.520491123
2,2009,14,12,92,187.7,15.5076041
3,2009,14,12,92,243.9,19.13913164
4,2009,14,12,92,284.4,22.96695797
5,2009,14,12,92,327.5,28.95407094
6,2009,14,12,92,361.4,32.2911503
7,2009,14,12,92,414.3,35.92267784
8,2009,14,12,92,473.1,43.77462929
9,2009,14,12,92,539.3,55.94515402
10,2009,14,12,92,785.2,79.89360592
1,2010,14,12,94.1,161.3,11.80523956
2,2010,14,12,94.1,189.4,13.64376048
3,2010,14,12,94.1,234.4,18.96579471
4,2010,14,12,94.1,293.5,22.7396008
5,2010,14,12,94.1,337.7,28.06163502
6,2010,14,12,94.1,380.9,37.15747534
7,2010,14,12,94.1,438.4,35.99630424
8,2010,14,12,94.1,483.6,46.73713695
9,2010,14,12,94.1,582.8,52.44622822
10,2010,14,12,94.1,831.5,79.92727769
1,2011,14,12,96.5,152.5,16.39173294
2,2011,14,12,96.5,189,18.66573057
3,2011,14,12,96.5,247,21.41347771
4,2011,14,12,96.5,299.2,26.52997239
5,2011,14,12,96.5,343.8,28.80397002
6,2011,14,12,96.5,389,34.58371401
7,2011,14,12,96.5,434,37.23671124
8,2011,14,12,96.5,492.2,43.67970454
9,2011,14,12,96.5,586.5,58.27118935
10,2011,14,12,96.5,789.2,80.25316647
1,2012,14,12,98.7,161.6,11.76498219
2,2012,14,12,98.7,187.1,14.56616843
3,2012,14,12,98.7,241.6,18.76794779
4,2012,14,12,98.7,299.2,23.81008301
5,2012,14,12,98.7,343.5,29.03896399
6,2012,14,12,98.7,383,34.82808221
7,2012,14,12,98.7,424.2,39.68347169
8,2012,14,12,98.7,505.6,49.86111501
9,2012,14,12,98.7,558.5,53.31591137
10,2012,14,12,98.7,823.1,83.00848548
1,2013,14,12,99.7,159,10.32710548
2,2013,14,12,99.7,189.1,14.16549866
3,2013,14,12,99.7,257.1,20.92838189
4,2013,14,12,99.7,309,24.03565257
5,2013,14,12,99.7,355.8,29.24490046
6,2013,14,12,99.7,413.4,34.54553867
7,2013,14,12,99.7,453.8,42.13093473
8,2013,14,12,99.7,512.3,45.14681509
9,2013,14,12,99.7,592.9,58.12423967
10,2013,14,12,99.7,818.6,79.05262157
1,2014,14,12,99.7,154.1,11.3697746
2,2014,14,12,99.7,201.8,14.97922685
3,2014,14,12,99.7,261.2,20.21293262
4,2014,14,12,99.7,296.8,24.00285749
5,2014,14,12,99.7,362.3,30.86081677
6,2014,14,12,99.7,409.4,33.74837857
7,2014,14,12,99.7,473.7,41.59893723
8,2014,14,12,99.7,523.3,50.17138633
9,2014,14,12,99.7,612.6,56.66840039
10,2014,14,12,99.7,867.6,77.15204193
1,2015,14,12,100,153.5,10.12443779
2,2015,14,12,100,202.7,17.29218135
3,2015,14,12,100,257.5,20.33847237
4,2015,14,12,100,297.4,24.01194095
5,2015,14,12,100,361.7,29.83573259
6,2015,14,12,100,407.6,34.76355629
7,2015,14,12,100,466.9,40.40815435
8,2015,14,12,100,514.6,48.91984984
9,2015,14,12,100,594.7,55.37081904
10,2015,14,12,100,869.6,81.17469588
1,2016,14,12,101.1,140.5,9.234439221
2,2016,14,12,101.1,205.4,14.86304979
3,2016,14,12,101.1,242.7,19.43629589
4,2016,14,12,101.1,292.2,23.56980677
5,2016,14,12,101.1,354.6,32.98014008
6,2016,14,12,101.1,420.5,37.72928025
7,2016,14,12,101.1,454.3,37.20159801
8,2016,14,12,101.1,493.8,43.5337849
9,2016,14,12,101.1,587.6,53.8235886
10,2016,14,12,101.1,813.5,76.51392498
1,2017,14,12,102.5,159.8,12.95970343
2,2017,14,12,102.5,208.3,16.2428283
3,2017,14,12,102.5,261.3,20.82192351
4,2017,14,12,102.5,327.7,23.50026222
5,2017,14,12,102.5,387.3,33.34963683
6,2017,14,12,102.5,420.4,34.12721904
7,2017,14,12,102.5,461.1,37.66953798
8,2017,14,12,102.5,524.3,46.13654422
9,2017,14,12,102.5,604.4,59.87382986
10,2017,14,12,102.5,810.9,76.03026014
1,2018,14,12,102.4,158,11.37954701
2,2018,14,12,102.4,202.4,16.64471055
3,2018,14,12,102.4,274.2,22.928938
4,2018,14,12,102.4,315.6,31.33621527
5,2018,14,12,102.4,364.7,31.25129328
6,2018,14,12,102.4,423.3,34.81801697
7,2018,14,12,102.4,472.1,40.59271247
8,2018,14,12,102.4,531.8,47.72615985
9,2018,14,12,102.4,606,58.93586287
10,2018,14,12,102.4,886.3,76.17502737
1,2019,14,12,103.7,180.1,13.97163631
2,2019,14,12,103.7,222.5,17.29821638
3,2019,14,12,103.7,275.8,25.03251505
4,2019,14,12,103.7,329.9,28.60858863
5,2019,14,12,103.7,402.8,34.59643276
6,2019,14,12,103.7,448.4,37.42402582
7,2019,14,12,103.7,490.7,37.50719032
8,2019,14,12,103.7,569.6,45.98996951
9,2019,14,12,103.7,667.6,58.13198678
10,2019,14,12,103.7,877.1,81.50121179
